"ID_INDIVIDU","POSTE","MOIS_NAISSANCE","NATIONALITE","CF_AGREE","POLE_ESPOIR","NB_PALMARES_AVANT_20","exp_avant_20","Anthropometrie","Detente_horizontale","Vitesse_lineaire","Vivacite","Jeux_reduits","Match","Conduite_de_balle","Gardiens_de_but","Jonglerie_en_mouvement","Vitesse_max_aerobie","NB_BUT_PAR_MIN_JOUE_PAR_SAISON_AVANT_20","NB_MIN_JOUE_PAR_MATCH_PAR_SAISON_AVANT_20","NB_CLUB_AVANT_20","TOP_50_AVANT_20","TOP_50_150_AVANT_20","top_restant_AVANT_20","France U16","France U17","France U18","U16_NB_BUT","U16_NB_MATCH_JOUE","U16_NB_MIN_JOUE","U16_TITULARISATION","U17_NB_BUT","U17_NB_MATCH_JOUE","U17_NB_MIN_JOUE","U17_TITULARISATION","U18_NB_BUT","U18_NB_MATCH_JOUE","U18_NB_MIN_JOUE","U18_TITULARISATION","Y"
1256,"Attaquant",6,"France","CFM - CENTRE DE FORMATION CHAMOIS NIORTAIS F.C.","aucun",0,0,18.48,14.79,14.79,14.79,18.48,18.48,11.09,11.09,11.09,NA,0.00078,11.4,1,"1","0","0",0,1,0,NA,NA,NA,NA,NA,1,35,NA,NA,NA,NA,NA,0
1262,"Milieu",2,"France","CFM - ACADEMY AS MONACO FC","PEM - PEM AIX EN PROVENCE",0,1,NA,14.19,14.2,14.19,14.25,14.25,14.2,14.19,14.19,14.15,3e-05,11.07,3,"0","1","1",1,0,0,NA,4,178,2,NA,NA,NA,NA,NA,NA,NA,NA,0
1272,"Milieu",3,"France","CFM - CENTRE DE FORMATION O. DE LYON ET DU RHONE","aucun",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,66.33,1,"1","0","0",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
1284,"Attaquant",2,"France","CFM - CENTRE DE FORMATION O.G.C. NICE COTE D'AZUR","PEM - PEM AIX EN PROVENCE",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00045,12.58,3,"0","1","1",1,0,0,NA,3,105,1,NA,NA,NA,NA,NA,NA,NA,NA,0
1294,"Milieu",10,"France","CFM - CENTRE DE FORMATION O. DE MARSEILLE - O.M.","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00036,11.54,3,"1","0","1",0,1,0,NA,NA,NA,NA,NA,14,636,6,NA,NA,NA,NA,0
1295,"Attaquant",8,"France","aucun","aucun",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00127,32.88,2,"0","1","1",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
1312,"Defenseur",3,"France","CFM - CENTRE DE FORMATION ST. RENNAIS F.C.","PEM - PEM CLAIREFONTAINE",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,46.7,1,"1","0","0",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
1313,"Attaquant",1,"France","CFM - CENTRE DE FORMATION O. DE LYON ET DU RHONE","aucun",0,0,NA,NA,17.49,17.49,17.49,17.49,NA,NA,NA,17.49,0.00099,10.66,3,"1","0","0",1,0,0,NA,4,166,2,NA,NA,NA,NA,NA,NA,NA,NA,0
1316,"Defenseur",1,"France","CFM - ACADEMY AS MONACO FC","aucun",0,0,NA,14.01,14.01,14.01,NA,NA,NA,NA,NA,14.01,7e-05,14.03,2,"0","1","0",1,0,0,1,1,90,1,NA,NA,NA,NA,NA,NA,NA,NA,0
1338,"Attaquant",4,"France","aucun","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",1,0,0,NA,1,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1339,"Milieu",3,"France","CFM - CENTRE DE FORMATION CLERMONT FOOT 63","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00011,13.31,2,"0","0","1",0,1,1,NA,NA,NA,NA,NA,2,116,2,1,3,120,2,0
1345,"Attaquant",1,"France","CFM - CENTRE DE FORMATION ESPER. TROYES AUBE CHAMPAGNE","aucun",0,0,12.52,16.74,14.22,16.74,19.55,19.55,16.78,16.74,16.74,16.74,0.00047,9.72,3,"1","0","0",0,1,0,NA,NA,NA,NA,NA,2,88,NA,NA,NA,NA,NA,0
1366,"Defenseur",5,"France","CFM - CENTRE DE FORMATION R.C. STRASBOURG ALSACE","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4e-05,12.94,2,"1","0","1",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
1372,"Milieu",3,"France","CFM - CENTRE DE FORMATION ST. MALHERBE CAEN-CALV.B.NORM.","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4e-04,35.49,1,"1","0","0",1,1,0,1,12,703,8,NA,1,90,1,NA,NA,NA,NA,0
1373,"Milieu",4,"France","aucun","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",1,1,0,NA,11,562,7,NA,5,238,3,NA,NA,NA,NA,0
1386,"Milieu",7,"France","CFM - CENTRE DE FORMATION TOULOUSE FOOTBALL CLUB","PEM - PEM CLAIREFONTAINE",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3e-05,12.56,2,"0","1","0",1,1,0,1,2,147,1,NA,3,173,2,NA,NA,NA,NA,0
1389,"Defenseur",2,"France","CFM - CENTRE DE FORMATION ST. RENNAIS F.C.","PEM - PEM CLAIREFONTAINE",0,0,5.44,5.44,NA,5.44,NA,NA,NA,5.44,5.44,5.44,5e-05,10.06,4,"1","0","1",1,0,0,NA,4,223,2,NA,NA,NA,NA,NA,NA,NA,NA,0
1391,"Milieu",3,"France","CFM - CENTRE DE FORMATION O. DE LYON ET DU RHONE","aucun",3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00505,4.4,1,"1","0","0",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1397,"Milieu",5,"France","CFM - CENTRE DE FORMATION R.C. LENSOIS","aucun",0,0,NA,17.29,17.29,17.29,17.29,17.29,17.29,17.29,17.29,NA,0.00013,11.43,1,"0","1","0",1,0,0,NA,5,235,1,NA,NA,NA,NA,NA,NA,NA,NA,0
1403,"Defenseur",1,"France","CFM - LOSC LILLE ASSOCIATION","PEM - PEM SAINT-SEBASTIEN SUR LOIRE",1,0,18.36,15.87,14.63,15.87,15.03,15.03,14.63,14.63,14.63,18.36,2e-05,14.19,2,"1","0","1",1,0,0,NA,3,127,2,NA,NA,NA,NA,NA,NA,NA,NA,0
1407,"Milieu",2,"France","CFM - CENTRE DE FORMATION MONTPELLIER HERAULT SP.C.","PEM - PEM CASTELMAUROU",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00075,23.65,2,"0","0","0",0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,21,NA,0
1412,"Milieu",9,"France","aucun","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1419,"Milieu",1,"France","CFM - CENTRE DE FORMATION A.J. AUXERROISE","aucun",0,1,13.8,13.8,NA,13.8,13.8,13.8,NA,13.8,13.8,13.8,0.00013,7.88,4,"1","0","0",1,1,0,NA,7,384,3,NA,2,99,1,NA,NA,NA,NA,1
1420,"Milieu",4,"France","CFM - CENTRE DE FORMATION O. DE LYON ET DU RHONE","aucun",2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0014,15.87,2,"1","1","0",1,0,1,NA,2,109,1,NA,NA,NA,NA,3,5,263,2,1
1424,"Defenseur",2,"France","aucun","aucun",2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,11.86,4,"1","1","0",1,1,1,NA,7,414,5,2,16,1102,12,NA,11,862,9,1
1429,"Defenseur",4,"France","CFM - CENTRE DE FORMATION ST. RENNAIS F.C.","PEM - PEM PLOUFRAGAN",0,0,NA,11.25,11.25,11.25,NA,NA,11.25,11.25,11.25,NA,6e-05,13.08,2,"1","0","0",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1430,"Attaquant",1,"Guadeloupe","CFM - CENTRE DE FORMATION EN AVANT GUINGAMP","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00063,12.35,3,"1","0","0",1,1,0,4,5,228,2,5,1,59,1,NA,NA,NA,NA,0
1431,"Attaquant",6,"France","CFM - CENTRE DE FORMATION F.C. NANTES","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00059,10.15,2,"0","1","1",0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,44,NA,1
1434,"Milieu",5,"France","CFM - CENTRE DE FORMATION F.C. NANTES","PEM - PEM CLAIREFONTAINE",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00015,11.34,4,"0","1","0",0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,176,1,0
1441,"Defenseur",2,"France","CFM - CENTRE DE FORMATION A.S. ST ETIENNE","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2e-05,13.85,2,"0","0","1",1,0,0,NA,3,182,3,NA,NA,NA,NA,NA,NA,NA,NA,0
1449,"Defenseur",3,"France","CFM - CENTRE DE FORMATION ESPER. TROYES AUBE CHAMPAGNE","PEM - PEM REIMS",0,0,NA,11.88,17.13,11.88,17.13,17.13,17.13,11.88,11.88,11.88,6e-05,9.43,5,"1","0","0",1,0,0,NA,5,249,3,NA,NA,NA,NA,NA,NA,NA,NA,0
1453,"Defenseur",12,"France","CFM - CENTRE DE FORMATION R.C. LENSOIS","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,11.13,2,"0","1","1",0,1,0,NA,NA,NA,NA,NA,2,73,1,NA,NA,NA,NA,0
1464,"Attaquant",9,"France","aucun","aucun",0,1,NA,12.97,12.97,12.97,12.97,12.97,12.97,12.97,12.97,NA,5e-04,8.4,6,"1","0","1",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
1467,"Gardien de But",7,"France","aucun","PEM - PEM CASTELMAUROU",0,0,12.36,12.81,12.01,12.81,12.77,12.77,13.7,12.81,13.83,13.93,0,13.31,3,"0","0","1",0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,92,1,0
1468,"Defenseur",4,"France","CFM - LOSC LILLE ASSOCIATION","PEM - PEM LIEVIN",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,14.53,2,"1","0","0",1,0,0,NA,3,204,2,NA,NA,NA,NA,NA,NA,NA,NA,0
1472,"Gardien de But",2,"France","CFM - ACADEMY AS MONACO FC","aucun",4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8e-05,12.09,3,"1","1","0",1,0,1,NA,2,180,2,NA,NA,NA,NA,NA,4,316,4,0
1482,"Milieu",1,"Tunisie","CFM - ACADEMY AS MONACO FC","PEM - PEM CLAIREFONTAINE",0,1,15.49,15.94,16.28,15.94,16.45,16.45,16.28,15.94,15.94,15.49,9e-05,6.97,8,"1","1","0",1,1,0,1,12,723,8,NA,3,190,2,NA,NA,NA,NA,0
1485,"Attaquant",1,"France","CFM - CENTRE DE FORMATION R.C. LENSOIS","aucun",0,0,13.68,13.09,12.64,13.09,13.09,13.09,12.64,13.09,13.09,13.68,0.00064,8.74,5,"0","1","1",0,1,0,NA,NA,NA,NA,NA,1,72,1,NA,NA,NA,NA,0
1487,"Attaquant",7,"Congo","CFM - CENTRE DE FORMATION ST. MALHERBE CAEN-CALV.B.NORM.","aucun",0,1,NA,17.49,17.49,17.49,NA,NA,17.49,17.49,17.49,NA,6e-05,10.46,5,"1","1","1",0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,156,2,0
1488,"Milieu",10,"France","aucun","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",1,0,0,NA,3,152,2,NA,NA,NA,NA,NA,NA,NA,NA,0
1489,"Milieu",12,"France","CFM - CENTRE DE FORMATION O. DE MARSEILLE - O.M.","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00024,15.27,2,"1","0","0",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
1492,"Milieu",1,"France","CFM - CENTRE DE FORMATION ST. BRESTOIS 29","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00058,39.38,2,"1","0","0",1,1,1,NA,1,90,1,NA,8,665,7,NA,3,270,3,0
1494,"Defenseur",3,"France","CFM - CENTRE DE FORMATION VALENCIENNES F.C.","aucun",0,1,17.04,17.09,17.04,17.09,17.04,17.04,NA,17.14,17.14,17.14,0,8.9,5,"1","0","1",1,0,1,NA,3,109,1,NA,NA,NA,NA,NA,1,5,NA,0
1504,"Attaquant",1,"France","aucun","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
1506,"Attaquant",12,"France","CFM - CENTRE DE FORMATION F.C. NANTES","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.001,15.2,1,"0","1","0",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1512,"Attaquant",8,"France","CFM - CENTRE DE FORMATION F.C. SOCHAUX MONTBELIARD","PEM - PEM DIJON",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00074,43.78,1,"0","0","1",0,1,0,NA,NA,NA,NA,NA,2,93,1,NA,NA,NA,NA,1
1516,"Defenseur",8,"France","aucun","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2e-05,12.57,2,"1","1","0",0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,270,3,0
1542,"Defenseur",7,"France","CFM - CENTRE DE FORMATION ST. RENNAIS F.C.","PEM - PEM PLOUFRAGAN",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4e-05,18.52,1,"1","0","0",1,1,0,NA,13,963,10,NA,4,169,2,NA,NA,NA,NA,0
1545,"Gardien de But",4,"France","aucun","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,14.52,2,"1","0","0",1,0,0,NA,1,90,1,NA,NA,NA,NA,NA,NA,NA,NA,0
1563,"Milieu",7,"France","aucun","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,27.85,3,"0","0","1",0,1,0,NA,NA,NA,NA,NA,1,11,NA,NA,NA,NA,NA,0
1586,"Milieu",6,"France","CFM - CENTRE DE FORMATION O. DE MARSEILLE - O.M.","aucun",4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"1","0","0",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1587,"Defenseur",3,"France","CFM - CENTRE DE FORMATION ST DE REIMS","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00019,16.15,2,"0","0","1",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
1591,"Attaquant",5,"France","aucun","aucun",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1598,"Attaquant",5,"France","CFM - CENTRE DE FORMATION MONTPELLIER HERAULT SP.C.","aucun",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00059,15.32,3,"0","0","0",1,1,0,NA,2,92,1,1,1,41,1,NA,NA,NA,NA,0
1606,"Attaquant",4,"France","CFM - CENTRE DE FORMATION F.C. NANTES","PEM - PEM PLOUFRAGAN",0,0,NA,11.38,11.38,11.38,12.59,12.59,11.38,11.38,11.38,NA,0.00059,10.5,3,"1","1","0",1,0,0,NA,2,81,1,NA,NA,NA,NA,NA,NA,NA,NA,0
1607,"Attaquant",4,"France","aucun","aucun",0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02899,0.81,4,"1","1","0",1,1,1,9,13,926,10,3,18,1403,17,NA,3,118,1,1
1608,"Milieu",11,"France","CFM - CENTRE DE FORMATION MONTPELLIER HERAULT SP.C.","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,11.59,2,"0","0","1",1,0,0,NA,1,90,1,NA,NA,NA,NA,NA,NA,NA,NA,0
1623,"Milieu",1,"Thaïlande","CFM - CENTRE DE FORMATION AS NANCY LORRAINE","PEM - PEM NANCY",0,1,18.64,17.86,17.86,17.86,18.64,18.64,17.08,17.08,17.08,NA,9e-05,11.99,2,"0","1","0",1,1,0,1,4,254,3,NA,5,199,2,NA,NA,NA,NA,0
1627,"Defenseur",1,"France","CFM - CENTRE DE FORMATION ST. RENNAIS F.C.","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00044,24.64,1,"1","0","0",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
1641,"Defenseur",9,"France","aucun","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1647,"Defenseur",3,"Algérie","CFM - LOSC LILLE ASSOCIATION","aucun",0,1,9.91,11.55,14.01,11.55,11.86,11.86,14.01,11.55,11.55,9.91,0,13.05,4,"1","0","0",1,1,0,NA,9,562,6,NA,3,193,2,NA,NA,NA,NA,0
1657,"Attaquant",12,"France","aucun","aucun",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,13.18,3,"1","0","1",1,1,0,6,14,699,5,NA,2,120,1,NA,NA,NA,NA,0
1663,"Gardien de But",4,"France","CFM - CENTRE DE FORMATION O. DE MARSEILLE - O.M.","PEM - PEM AIX EN PROVENCE",0,0,9,9,6.09,9,12.38,12.38,NA,15.29,11.9,11.9,0,8.66,2,"1","1","0",1,0,0,NA,1,90,1,NA,NA,NA,NA,NA,NA,NA,NA,0
1670,"Defenseur",2,"France","CFM - LOSC LILLE ASSOCIATION","aucun",0,1,12.5,11.78,11.42,11.78,NA,NA,11.42,11.42,11.42,12.5,5e-05,12.25,4,"1","0","1",1,0,1,NA,6,540,6,NA,NA,NA,NA,NA,6,442,5,0
1672,"Milieu",9,"France","CFM - CENTRE DE FORMATION F.C. DES GIRONDINS DE BORDEAUX","PEM - PEM REIMS",0,0,NA,12.25,12.25,12.25,14.53,14.53,11.69,12.16,12.25,12.25,0.00071,16.14,3,"0","0","1",1,0,0,2,8,328,5,NA,NA,NA,NA,NA,NA,NA,NA,0
1690,"Milieu",1,"France","CFM - LOSC LILLE ASSOCIATION","aucun",3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2.67,1,"1","0","0",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1703,"Attaquant",2,"France","CFM - CENTRE DE FORMATION F.C. DES GIRONDINS DE BORDEAUX","PEM - PEM CASTELMAUROU",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3e-04,10.75,3,"0","1","1",1,0,0,NA,1,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1711,"Gardien de But",1,"France","CFM - CENTRE DE FORMATION NIMES OLYMPIQUE","aucun",2,0,10.66,10.66,10.66,10.66,10.66,10.66,NA,10.66,NA,NA,0,8.1,2,"0","0","1",0,1,1,NA,NA,NA,NA,NA,5,404,4,NA,1,90,1,1
1719,"Attaquant",2,"France","CFM - CENTRE DE FORMATION ANGERS S.C.O.","aucun",0,0,13.8,13.91,15.73,13.91,14.71,14.71,15.73,13.91,13.91,13.8,0.00026,8.7,4,"0","0","1",1,0,0,NA,2,57,1,NA,NA,NA,NA,NA,NA,NA,NA,0
1729,"Defenseur",6,"France","CFM - CENTRE DE FORMATION R.C. LENSOIS","PEM - PEM LIEVIN",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00017,25.42,1,"0","1","0",1,1,0,NA,7,347,4,NA,1,90,1,NA,NA,NA,NA,0
1731,"Milieu",1,"France","CFM - CENTRE DE FORMATION ST. MALHERBE CAEN-CALV.B.NORM.","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00013,16.44,1,"0","1","0",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
1746,"Gardien de But",5,"France","aucun","aucun",0,0,NA,12.68,13.12,12.68,13.88,13.88,13.12,12.84,12.84,10.91,0,9.85,3,"0","0","1",1,1,0,NA,3,270,3,NA,1,44,NA,NA,NA,NA,NA,0
1758,"Attaquant",4,"France","CFM - CENTRE DE FORMATION R.C. LENSOIS","aucun",0,1,19.73,19.73,19.73,19.73,19.73,19.73,NA,NA,NA,NA,0.00018,11.02,2,"0","1","1",0,1,0,NA,NA,NA,NA,4,10,486,5,NA,NA,NA,NA,0
1762,"Milieu",8,"France","CFM - CENTRE DE FORMATION ST. RENNAIS F.C.","aucun",0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,38.2,1,"0","1","0",1,1,1,NA,2,180,2,NA,7,247,2,NA,2,136,2,1
1769,"Defenseur",5,"France","CFM - CENTRE DE FORMATION F.C. DES GIRONDINS DE BORDEAUX","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"0","0","1",0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,45,1,1
1776,"Defenseur",5,"France","CFM - LOSC LILLE ASSOCIATION","PEM - PEM CLAIREFONTAINE",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00015,17.66,3,"1","1","0",1,0,0,NA,2,88,1,NA,NA,NA,NA,NA,NA,NA,NA,0
1782,"Attaquant",7,"France","CFM - CENTRE DE FORMATION O. DE LYON ET DU RHONE","aucun",0,0,16.84,14.6,14.24,14.6,15.24,15.24,14.24,14.6,14.6,15.57,0.00033,7.94,3,"1","0","0",1,0,0,NA,2,113,2,NA,NA,NA,NA,NA,NA,NA,NA,0
1786,"Gardien de But",2,"France","CFM - CENTRE DE FORMATION F.C. NANTES","PEM - PEM CLAIREFONTAINE",0,0,NA,18.43,18.43,18.43,16.96,16.96,18.43,18.43,18.43,NA,0,7.56,3,"0","1","1",1,1,0,NA,1,90,1,NA,2,180,2,NA,NA,NA,NA,0
1796,"Milieu",1,"France","CFM - CENTRE DE FORMATION O.G.C. NICE COTE D'AZUR","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00028,9.66,3,"0","1","0",0,1,0,NA,NA,NA,NA,NA,2,62,1,NA,NA,NA,NA,0
1798,"Defenseur",6,"France","CFM - CENTRE DE FORMATION ST. RENNAIS F.C.","PEM - PEM PLOUFRAGAN",2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,49.81,1,"1","0","0",1,1,1,1,5,450,5,NA,9,725,8,NA,4,338,4,1
1799,"Attaquant",2,"France","CFM - CENTRE DE FORMATION A.S. ST ETIENNE","aucun",1,0,4.54,13.38,15.59,13.38,15.59,15.59,15.59,13.38,13.38,4.54,2e-04,9.99,2,"0","0","1",0,1,0,NA,NA,NA,NA,1,5,242,3,NA,NA,NA,NA,0
1804,"Defenseur",11,"France","CFM - CENTRE DE FORMATION A.C. AJACCIEN","aucun",2,0,13.28,13.37,14.62,13.37,13.59,13.59,13.46,12.48,12.48,11.12,4e-05,14.96,2,"1","1","0",1,1,1,NA,4,239,3,NA,1,90,1,NA,4,187,2,0
1805,"Gardien de But",7,"France","CFM - CENTRE DE FORMATION A.S. ST ETIENNE","aucun",0,0,17.64,17.64,17.64,17.64,17.64,17.64,NA,17.64,NA,NA,0,8.15,1,"0","0","1",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1808,"Milieu",1,"France","aucun","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5e-05,13.05,2,"1","0","0",1,1,0,NA,5,204,2,NA,1,90,1,NA,NA,NA,NA,0
1823,"Defenseur",9,"France","CFM - CENTRE DE FORMATION EN AVANT GUINGAMP","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1829,"Defenseur",11,"France","CFM - CENTRE DE FORMATION F.C. DES GIRONDINS DE BORDEAUX","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00018,21.5,2,"0","0","1",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
1830,"Milieu",9,"France","CFM - CENTRE DE FORMATION A.S. ST ETIENNE","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1843,"Milieu",7,"France","aucun","aucun",0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8e-05,9.14,3,"0","1","1",0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,225,2,0
1845,"Milieu",6,"France","CFM - CENTRE DE FORMATION EN AVANT GUINGAMP","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,26.44,2,"0","0","0",0,1,0,NA,NA,NA,NA,NA,2,79,1,NA,NA,NA,NA,0
1846,"Attaquant",11,"France","CFM - CENTRE DE FORMATION TOULOUSE FOOTBALL CLUB","PEM - PEM CASTELMAUROU",0,1,17,16.59,16.97,16.59,17.15,17.15,16.97,16.59,16.59,17.36,0.00049,8.69,7,"0","1","1",0,1,0,NA,NA,NA,NA,NA,3,147,2,NA,NA,NA,NA,1
1850,"Defenseur",3,"France","CFM - CENTRE DE FORMATION AS NANCY LORRAINE","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3e-05,16.35,1,"0","0","0",0,1,0,NA,NA,NA,NA,NA,4,219,2,NA,NA,NA,NA,0
1852,"Attaquant",3,"Maroc","CFM - CENTRE DE FORMATION F.C. METZ","aucun",0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0069,4.53,6,"1","1","1",0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,86,1,0
1856,"Defenseur",5,"France","CFM - CENTRE DE FORMATION MONTPELLIER HERAULT SP.C.","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2e-05,9.86,1,"0","0","0",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
1857,"Milieu",1,"Maroc","CFM - CENTRE DE FORMATION F.C. DES GIRONDINS DE BORDEAUX","PEM - PEM CLAIREFONTAINE",2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00042,12.97,3,"0","0","1",1,1,0,2,6,321,3,NA,1,90,1,NA,NA,NA,NA,0
