"ID_INDIVIDU","POSTE","MOIS_NAISSANCE","NATIONALITE","CF_AGREE","POLE_ESPOIR","NB_PALMARES_AVANT_19","exp_avant_19","Anthropometrie","Detente_horizontale","Vitesse_lineaire","Vivacite","Jeux_reduits","Match","Conduite_de_balle","Gardiens_de_but","Jonglerie_en_mouvement","Vitesse_max_aerobie","NB_BUT_PAR_MIN_JOUE_PAR_SAISON_AVANT_19","NB_MIN_JOUE_PAR_MATCH_PAR_SAISON_AVANT_19","NB_CLUB_AVANT_19","TOP_50_AVANT_19","TOP_50_150_AVANT_19","top_restant_AVANT_19","France U16","France U17","U16_NB_BUT","U16_NB_MATCH_JOUE","U16_NB_MIN_JOUE","U16_TITULARISATION","U17_NB_BUT","U17_NB_MATCH_JOUE","U17_NB_MIN_JOUE","U17_TITULARISATION","Y"
448,"Milieu",5,"France","aucun","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",0,0,NA,NA,NA,NA,NA,NA,NA,NA,0
452,"Defenseur",4,"France","CFM - CENTRE DE FORMATION O. DE LYON ET DU RHONE","PEM - PEM DIJON",0,0,NA,11.34,11.34,11.34,NA,NA,11.34,11.35,11.34,NA,0.00051,17.22,3,"1","0","0",1,0,NA,3,154,2,NA,NA,NA,NA,1
465,"Defenseur",2,"Congo","aucun","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,19.18,1,"1","0","0",1,0,NA,5,348,4,NA,NA,NA,NA,0
470,"Defenseur",2,"France","CFM - CENTRE DE FORMATION F.C. METZ","PEM - PEM NANCY",1,0,NA,17.75,17.75,17.75,NA,NA,17.75,17.75,17.75,NA,0,29.14,1,"0","0","1",1,0,NA,11,768,8,NA,NA,NA,NA,0
491,"Defenseur",10,"France","CFM - CENTRE DE FORMATION A.S. ST ETIENNE","aucun",3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,97.5,2,"1","0","1",1,1,NA,6,422,5,1,17,1418,17,1
499,"Attaquant",10,"Congo","CFM - CENTRE DE FORMATION ST. BRESTOIS 29","aucun",0,0,16,12.9,12.9,12.9,15.51,15.51,10.53,10.53,10.53,NA,0.00034,16.1,3,"1","0","0",1,0,NA,2,68,1,NA,NA,NA,NA,0
508,"Milieu",2,"France","CFM - CENTRE DE FORMATION O.G.C. NICE COTE D'AZUR","aucun",0,0,14.29,14.29,NA,14.29,16.19,16.19,NA,NA,NA,14.29,0.00029,8.05,3,"1","1","1",0,1,NA,NA,NA,NA,NA,7,364,5,1
512,"Milieu",3,"France","aucun","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",0,0,NA,NA,NA,NA,NA,NA,NA,NA,0
515,"Milieu",5,"France","CFM - CENTRE DE FORMATION O.G.C. NICE COTE D'AZUR","aucun",0,0,13.14,12.13,12.2,12.13,12.45,12.45,11.62,11.66,11.66,11.79,0.00021,11.37,3,"0","1","1",0,1,NA,NA,NA,NA,NA,2,93,1,0
523,"Milieu",3,"France","CFM - CENTRE DE FORMATION PARIS F.C.","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00038,12.81,2,"1","0","1",0,1,NA,NA,NA,NA,NA,2,92,1,0
527,"Milieu",7,"France","CFM - ACADEMY AS MONACO FC","aucun",0,0,20,NA,NA,NA,20,20,NA,NA,NA,NA,0.00031,37.19,2,"0","1","1",0,0,NA,NA,NA,NA,NA,NA,NA,NA,0
540,"Milieu",5,"France","aucun","aucun",0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.17,2,"1","0","0",1,1,NA,1,49,NA,NA,16,744,8,0
545,"Defenseur",1,"France","CFM - CENTRE DE FORMATION O. DE LYON ET DU RHONE","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,14.53,2,"1","0","0",1,0,NA,2,89,1,NA,NA,NA,NA,0
546,"Defenseur",1,"France","CFM - CENTRE DE FORMATION F.C. NANTES","PEM - PEM PLOUFRAGAN",0,1,12.95,13.25,14.29,13.25,13.92,13.92,14.29,13.25,13.25,12.95,3e-05,10.11,4,"1","1","1",1,0,1,3,134,2,NA,NA,NA,NA,0
547,"Defenseur",4,"France","aucun","aucun",0,1,NA,15.97,15.97,15.97,14.13,14.13,15.97,15.97,15.97,NA,0,16.62,3,"1","0","1",1,0,NA,5,266,4,NA,NA,NA,NA,0
557,"Defenseur",1,"France","CFM - ACADEMY AS MONACO FC","aucun",0,0,NA,14.19,14.19,14.19,15.8,15.8,14.19,14.19,14.19,NA,0.00015,12.22,2,"0","1","0",1,0,NA,1,90,1,NA,NA,NA,NA,0
558,"Attaquant",8,"France","aucun","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",0,0,NA,NA,NA,NA,NA,NA,NA,NA,0
570,"Defenseur",10,"Mali","aucun","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",0,0,NA,NA,NA,NA,NA,NA,NA,NA,1
590,"Defenseur",7,"France","aucun","aucun",4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"0","0","1",0,0,NA,NA,NA,NA,NA,NA,NA,NA,0
593,"Defenseur",2,"France","CFM - CENTRE DE FORMATION O. DE MARSEILLE - O.M.","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,16.84,1,"1","0","0",1,0,NA,1,90,1,NA,NA,NA,NA,0
595,"Attaquant",9,"France","CFM - CENTRE DE FORMATION O. DE LYON ET DU RHONE","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00168,14.55,3,"1","0","0",1,0,9,10,455,5,NA,NA,NA,NA,0
602,"Milieu",7,"Madagascar","CFM - CENTRE DE FORMATION F.C. SOCHAUX MONTBELIARD","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",0,0,NA,NA,NA,NA,NA,NA,NA,NA,1
604,"Attaquant",12,"France","CFM - CENTRE DE FORMATION F.C. LORIENT","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",0,0,NA,NA,NA,NA,NA,NA,NA,NA,0
616,"Milieu",7,"France","CFM - CENTRE DE FORMATION ST. RENNAIS F.C.","PEM - PEM PLOUFRAGAN",0,0,16.52,15.39,14.55,15.39,15.37,15.37,14.55,15.39,15.39,16.52,0.00019,11.27,4,"1","0","1",1,1,2,11,658,8,NA,2,134,1,0
639,"Defenseur",12,"France","CFM - CENTRE DE FORMATION F.C. DES GIRONDINS DE BORDEAUX","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",0,0,NA,NA,NA,NA,NA,NA,NA,NA,0
647,"Milieu",8,"France","CFM - ACADEMY AS MONACO FC","aucun",0,1,NA,12.29,12.29,12.29,12.35,12.35,12.29,12.29,12.29,NA,0.00031,6.11,2,"0","1","1",0,0,NA,NA,NA,NA,NA,NA,NA,NA,1
674,"Gardien de But",2,"France","aucun","aucun",0,0,NA,NA,NA,NA,18.75,18.75,NA,NA,NA,NA,0,11.47,3,"0","0","1",1,1,NA,7,590,7,NA,6,540,6,0
688,"Milieu",5,"France","aucun","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.001,33.27,2,"0","0","1",1,1,NA,8,321,4,NA,2,90,1,0
690,"Defenseur",2,"France","aucun","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,14.24,1,"1","0","0",1,0,NA,1,14,NA,NA,NA,NA,NA,0
702,"Attaquant",11,"France","CFM - CENTRE DE FORMATION A.C. AJACCIEN","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00134,10.02,2,"1","0","0",0,0,NA,NA,NA,NA,NA,NA,NA,NA,1
711,"Defenseur",3,"Algérie","aucun","PEM - PEM REIMS",0,0,14.43,13.76,13.25,13.76,13.76,13.76,13.25,13.76,13.76,14.43,2e-05,7.55,3,"1","1","1",0,1,NA,NA,NA,NA,NA,2,73,1,1
712,"Milieu",2,"France","CFM - CENTRE DE FORMATION R.C. LENSOIS","aucun",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00036,22.03,1,"0","1","0",1,0,2,9,578,6,NA,NA,NA,NA,0
713,"Attaquant",5,"France","CFM - CENTRE DE FORMATION LE HAVRE A.C.","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00055,30.75,1,"0","1","0",0,1,NA,NA,NA,NA,NA,2,90,1,0
715,"Gardien de But",2,"France","CFM - CENTRE DE FORMATION DIJON FOOTBALL CÔTE D'OR","PEM - PEM CLAIREFONTAINE",0,0,NA,16.78,16.78,16.78,17.45,17.45,16.78,16.78,16.78,NA,0,8.39,5,"0","1","1",1,0,NA,2,180,2,NA,NA,NA,NA,0
728,"Defenseur",1,"France","aucun","aucun",0,0,14.73,13.34,11.31,13.34,13.34,13.34,11.31,13.34,13.34,16.05,3e-05,10.97,3,"1","1","1",1,1,1,8,490,6,NA,4,360,4,0
734,"Milieu",1,"France","aucun","aucun",0,1,NA,15.64,15.64,15.64,15.51,15.51,15.64,15.64,15.64,NA,0,22,2,"1","1","0",1,0,2,7,376,3,NA,NA,NA,NA,1
740,"Attaquant",11,"France","CFM - LOSC LILLE ASSOCIATION","aucun",0,0,NA,16.96,16.96,16.96,NA,NA,16.96,16.96,16.96,NA,5e-04,15.07,3,"1","1","0",0,0,NA,NA,NA,NA,NA,NA,NA,NA,1
744,"Attaquant",7,"France","CFM - CENTRE DE FORMATION TOULOUSE FOOTBALL CLUB","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00021,8.06,2,"0","1","1",1,0,NA,1,55,1,NA,NA,NA,NA,0
757,"Attaquant",1,"France","aucun","aucun",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00054,21.6,1,"0","0","1",1,0,3,14,687,8,NA,NA,NA,NA,0
758,"Defenseur",5,"France","CFM - CENTRE DE FORMATION R.C. LENSOIS","aucun",0,0,15.98,15.6,16.34,15.6,16.7,16.7,16.34,15.6,15.6,14.74,0,10.02,4,"1","1","0",1,1,NA,8,516,6,NA,6,404,4,1
766,"Attaquant",4,"France","CFM - CENTRE DE FORMATION R.C. STRASBOURG ALSACE","aucun",0,0,15.34,15.34,NA,15.34,16.89,16.89,NA,NA,NA,15.34,0.00056,10.83,2,"0","1","1",1,0,NA,3,200,2,NA,NA,NA,NA,0
774,"Defenseur",4,"Cap-Vert","CFM - CENTRE DE FORMATION ST DE REIMS","PEM - PEM REIMS",0,0,18.02,18.02,18.02,18.02,19.01,19.01,NA,NA,NA,NA,9e-05,16.2,2,"0","0","1",1,1,NA,9,470,5,NA,1,27,NA,0
775,"Milieu",2,"France","CFM - ACADEMY AS MONACO FC","PEM - PEM CLAIREFONTAINE",0,1,11.51,13.32,14.23,13.32,13.93,13.93,14.23,13.32,13.32,11.51,0.00015,8.72,2,"0","1","0",0,0,NA,NA,NA,NA,NA,NA,NA,NA,0
791,"Attaquant",12,"France","CFM - CENTRE DE FORMATION ST. RENNAIS F.C.","aucun",1,1,13.69,12.94,12.84,12.94,12.94,12.94,12.84,12.17,12.17,13.69,0.00053,10.99,3,"1","1","0",1,1,NA,4,198,2,NA,4,146,2,0
793,"Defenseur",1,"France","CFM - CENTRE DE FORMATION VALENCIENNES F.C.","aucun",0,0,16.81,17.74,18.2,17.74,17.97,17.97,18.2,17.74,17.74,16.81,2e-05,17.13,1,"0","0","1",0,1,NA,NA,NA,NA,NA,2,85,1,0
794,"Defenseur",5,"France","CFM - CENTRE DE FORMATION F.C. LORIENT","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7e-05,9.46,4,"1","0","1",0,0,NA,NA,NA,NA,NA,NA,NA,NA,0
800,"Defenseur",12,"Guinée","CFM - CENTRE DE FORMATION O. DE LYON ET DU RHONE","PEM - PEM SAINT-SEBASTIEN SUR LOIRE",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00308,56.52,2,"1","0","0",0,0,NA,NA,NA,NA,NA,NA,NA,NA,1
801,"Defenseur",6,"France","CFM - CENTRE DE FORMATION R.C. LENSOIS","PEM - PEM CLAIREFONTAINE",0,0,18.06,18.06,18.06,18.06,17.04,17.04,NA,NA,NA,NA,9e-05,16.34,2,"1","1","0",1,0,NA,4,244,2,NA,NA,NA,NA,0
812,"Attaquant",8,"France","CFM - CENTRE DE FORMATION ST DE REIMS","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",0,0,NA,NA,NA,NA,NA,NA,NA,NA,0
815,"Gardien de But",2,"France","CFM - CENTRE DE FORMATION PARIS F.C.","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,9.09,4,"1","0","1",0,1,NA,NA,NA,NA,NA,1,44,NA,0
818,"Milieu",11,"Algérie","CFM - CENTRE DE FORMATION F.C. DES GIRONDINS DE BORDEAUX","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,82.33,1,"0","0","1",0,0,NA,NA,NA,NA,NA,NA,NA,NA,0
821,"Gardien de But",4,"Cameroun","CFM - CENTRE DE FORMATION O. DE MARSEILLE - O.M.","aucun",0,0,17.52,17.52,NA,17.52,17.52,17.52,NA,17.52,17.52,17.52,0,8.73,1,"1","0","0",0,0,NA,NA,NA,NA,NA,NA,NA,NA,1
833,"Attaquant",3,"France","CFM - CENTRE DE FORMATION F.C. DES GIRONDINS DE BORDEAUX","aucun",0,0,NA,13.33,13.33,13.33,10,10,13.33,13.33,13.33,NA,0.00066,9.95,1,"0","0","1",0,1,NA,NA,NA,NA,NA,5,232,2,0
835,"Milieu",4,"France","aucun","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",0,0,NA,NA,NA,NA,NA,NA,NA,NA,0
836,"Defenseur",3,"France","CFM - CENTRE DE FORMATION F.C. SOCHAUX MONTBELIARD","PEM - PEM CLAIREFONTAINE",0,0,18.28,16.16,16.16,16.16,18.28,18.28,14.04,14.04,14.04,NA,0,27.52,1,"0","0","1",1,0,NA,4,220,2,NA,NA,NA,NA,1
853,"Defenseur",7,"France","CFM - CENTRE DE FORMATION PARIS F.C.","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00042,11.69,2,"1","0","0",1,0,1,7,321,3,NA,NA,NA,NA,0
861,"Gardien de But",2,"France","aucun","aucun",0,0,NA,8.96,8.96,8.96,NA,NA,8.96,8.96,8.96,NA,0,12.4,2,"0","1","1",0,0,NA,NA,NA,NA,NA,NA,NA,NA,0
879,"Attaquant",2,"France","aucun","PEM - PEM TALENCE",1,0,NA,16.34,16.34,16.34,NA,NA,16.34,16.34,16.34,NA,4e-05,14.24,3,"0","0","1",1,0,2,9,305,5,NA,NA,NA,NA,0
885,"Defenseur",7,"France","CFM - CENTRE DE FORMATION ESPER. TROYES AUBE CHAMPAGNE","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",0,0,NA,NA,NA,NA,NA,NA,NA,NA,0
886,"Attaquant",1,"France","aucun","aucun",0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00056,15.41,2,"1","0","1",0,0,NA,NA,NA,NA,NA,NA,NA,NA,0
900,"Attaquant",8,"Guinée-Bissau","CFM - CENTRE DE FORMATION VALENCIENNES F.C.","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,88.21,1,"0","0","1",0,0,NA,NA,NA,NA,NA,NA,NA,NA,0
909,"Attaquant",12,"France","aucun","aucun",0,0,8.82,8.82,8.82,8.82,NA,NA,NA,NA,NA,8.82,0.00016,10.24,3,"1","1","1",0,1,NA,NA,NA,NA,NA,4,178,3,0
914,"Defenseur",1,"France","CFM - CENTRE DE FORMATION ST. RENNAIS F.C.","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00018,44.02,1,"1","0","0",0,0,NA,NA,NA,NA,NA,NA,NA,NA,0
933,"Milieu",8,"France","CFM - CENTRE DE FORMATION A.S. ST ETIENNE","PEM - PEM REIMS",0,1,NA,14.43,13.93,14.43,14.28,14.28,13.93,14.43,14.43,15.93,1e-05,8.46,4,"1","1","1",1,1,NA,11,782,7,NA,4,246,3,1
956,"Defenseur",7,"France","aucun","aucun",0,0,20,20,20,20,NA,NA,NA,NA,NA,NA,0.00045,29.22,2,"1","0","1",0,0,NA,NA,NA,NA,NA,NA,NA,NA,0
969,"Attaquant",8,"France","CFM - CENTRE DE FORMATION F.C. DES GIRONDINS DE BORDEAUX","aucun",0,0,NA,4.91,4.91,4.91,15,15,4.91,4.91,4.91,NA,0.00046,8.34,2,"0","0","1",1,1,3,9,461,6,2,19,829,9,0
972,"Milieu",1,"France","CFM - CENTRE DE FORMATION EN AVANT GUINGAMP","PEM - PEM PLOUFRAGAN",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00121,39.9,2,"0","1","0",1,0,NA,11,587,7,NA,NA,NA,NA,1
982,"Defenseur",10,"France","aucun","aucun",2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4e-05,18.35,4,"1","1","0",1,0,1,8,396,4,NA,NA,NA,NA,0
986,"Gardien de But",4,"France","CFM - CENTRE DE FORMATION EN AVANT GUINGAMP","aucun",0,0,14.54,13.74,12.61,13.74,13.74,13.74,12.61,13.74,13.74,14.54,0,8.32,1,"0","0","0",0,1,NA,NA,NA,NA,NA,1,46,1,0
987,"Milieu",2,"France","CFM - CENTRE DE FORMATION R.C. LENSOIS","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00169,34.71,1,"0","1","0",0,0,NA,NA,NA,NA,NA,NA,NA,NA,1
989,"Defenseur",9,"France","aucun","aucun",0,0,10.91,12.99,14.03,12.99,14.03,14.03,14.03,12.99,12.99,10.91,0.00016,24.05,2,"1","0","0",0,0,NA,NA,NA,NA,NA,NA,NA,NA,0
1001,"Milieu",5,"France","CFM - CENTRE DE FORMATION R.C. LENSOIS","PEM - PEM LIEVIN",0,0,NA,17.24,17.24,17.24,16.91,16.91,17.24,17.24,17.24,NA,0.00011,10.09,3,"1","1","0",1,0,3,8,405,5,NA,NA,NA,NA,0
1004,"Milieu",2,"France","CFM - CENTRE DE FORMATION F.C. DES GIRONDINS DE BORDEAUX","aucun",2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7e-05,29.58,2,"0","0","1",1,0,NA,13,773,9,NA,NA,NA,NA,0
1009,"Gardien de But",6,"France","aucun","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,18.8,1,"1","0","0",0,0,NA,NA,NA,NA,NA,NA,NA,NA,0
1014,"Defenseur",6,"France","CFM - CENTRE DE FORMATION F.C. METZ","aucun",0,0,12.04,14.98,14.64,14.98,17.85,17.85,15.95,14.69,14.69,15.32,8e-05,11.4,2,"0","0","1",0,1,NA,NA,NA,NA,NA,3,194,2,0
1022,"Attaquant",5,"France","CFM - CENTRE DE FORMATION A.S. ST ETIENNE","PEM - PEM CLAIREFONTAINE",0,0,NA,13.59,12.5,13.59,12.5,12.5,12.5,13.59,13.59,15.77,7e-04,9.35,2,"0","0","1",1,1,1,6,255,3,NA,1,46,1,0
1046,"Defenseur",5,"France","CFM - CENTRE DE FORMATION O. DE LYON ET DU RHONE","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",0,1,NA,NA,NA,NA,NA,2,98,1,1
1048,"Milieu",3,"France","CFM - ACADEMY AS MONACO FC","aucun",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00052,24.47,2,"0","1","0",0,1,NA,NA,NA,NA,1,3,142,1,0
1065,"Attaquant",2,"France","CFM - CENTRE DE FORMATION AS NANCY LORRAINE","PEM - PEM REIMS",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,11.15,1,"0","0","0",1,0,1,4,221,2,NA,NA,NA,NA,0
1080,"Milieu",11,"France","aucun","aucun",0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,6.44,1,"0","0","1",0,0,NA,NA,NA,NA,NA,NA,NA,NA,1
1085,"Milieu",3,"France","CFM - CENTRE DE FORMATION LE HAVRE A.C.","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",0,0,NA,NA,NA,NA,NA,NA,NA,NA,0
1086,"Milieu",6,"France","CFM - CENTRE DE FORMATION DIJON FOOTBALL CÔTE D'OR","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",0,0,NA,NA,NA,NA,NA,NA,NA,NA,0
1089,"Milieu",1,"France","CFM - CENTRE DE FORMATION F.C. NANTES","aucun",0,1,13.75,NA,NA,NA,13.75,13.75,NA,NA,NA,NA,0.00026,19.98,3,"1","1","1",1,0,NA,5,288,4,NA,NA,NA,NA,0
1091,"Defenseur",1,"France","CFM - CENTRE DE FORMATION A.C. AJACCIEN","aucun",0,0,NA,NA,13.95,NA,NA,NA,NA,NA,NA,NA,0.00013,14.89,2,"1","0","0",1,0,NA,1,23,1,NA,NA,NA,NA,0
1094,"Milieu",1,"France","CFM - CENTRE DE FORMATION O.G.C. NICE COTE D'AZUR","aucun",0,0,NA,13.14,13.14,13.14,NA,NA,NA,NA,NA,13.14,0.00013,14.14,2,"0","1","0",1,1,1,2,103,1,NA,3,168,2,0
1097,"Milieu",10,"France","CFM - CENTRE DE FORMATION O.G.C. NICE COTE D'AZUR","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"0","1","0",0,0,NA,NA,NA,NA,NA,NA,NA,NA,1
1101,"Milieu",4,"France","CFM - CENTRE DE FORMATION ESPER. TROYES AUBE CHAMPAGNE","PEM - PEM CLAIREFONTAINE",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",0,0,NA,NA,NA,NA,NA,NA,NA,NA,0
1103,"Milieu",11,"France","CFM - CENTRE DE FORMATION F.C. METZ","PEM - PEM NANCY",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4e-05,12.38,1,"0","0","1",1,0,NA,5,221,2,NA,NA,NA,NA,0
1105,"Gardien de But",2,"France","CFM - CENTRE DE FORMATION R.C. LENSOIS","PEM - PEM LIEVIN",0,0,13.79,13.79,NA,13.79,15,15,NA,13.79,13.79,13.79,0,13.78,1,"0","1","0",1,1,NA,1,90,1,NA,2,110,1,0
1113,"Attaquant",2,"France","CFM - CENTRE DE FORMATION LE HAVRE A.C.","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",0,0,NA,NA,NA,NA,NA,NA,NA,NA,0
1125,"Milieu",7,"France","CFM - CENTRE DE FORMATION LA BERRICHONNE DE CHATEAUROUX","aucun",0,0,13.63,13.63,13.63,13.63,13.63,13.63,NA,NA,NA,NA,0.00019,10.44,4,"0","0","1",0,1,NA,NA,NA,NA,NA,4,264,2,0
1134,"Milieu",2,"France","CFM - CENTRE DE FORMATION O.G.C. NICE COTE D'AZUR","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,22.76,2,"0","1","1",0,0,NA,NA,NA,NA,NA,NA,NA,NA,1
1135,"Defenseur",7,"France","CFM - CENTRE DE FORMATION NIMES OLYMPIQUE","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,35.49,1,"0","0","0",0,0,NA,NA,NA,NA,NA,NA,NA,NA,1
1138,"Defenseur",12,"France","CFM - CENTRE DE FORMATION TOULOUSE FOOTBALL CLUB","aucun",0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00024,24.69,2,"1","1","0",0,0,NA,NA,NA,NA,NA,NA,NA,NA,0
1152,"Defenseur",12,"France","aucun","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",0,0,NA,NA,NA,NA,NA,NA,NA,NA,0
1154,"Attaquant",6,"France","aucun","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",1,0,NA,1,44,NA,NA,NA,NA,NA,0
1156,"Attaquant",4,"France","CFM - CENTRE DE FORMATION TOULOUSE FOOTBALL CLUB","PEM - PEM CASTELMAUROU",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",0,0,NA,NA,NA,NA,NA,NA,NA,NA,1
1160,"Gardien de But",9,"France","CFM - CENTRE DE FORMATION LA BERRICHONNE DE CHATEAUROUX","aucun",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",0,0,NA,NA,NA,NA,NA,NA,NA,NA,0
1167,"Milieu",7,"France","CFM - CENTRE DE FORMATION O. DE MARSEILLE - O.M.","aucun",0,0,14.05,14.05,14.2,14.05,15.24,15.24,NA,NA,NA,13.91,9e-05,9.34,3,"1","0","0",0,1,NA,NA,NA,NA,NA,4,216,2,1
1172,"Milieu",4,"France","CFM - CENTRE DE FORMATION CLERMONT FOOT 63","aucun",0,0,9.11,12.02,13.47,12.02,13.16,13.16,13.47,12.02,12.02,9.11,0.00026,12.81,3,"0","1","1",0,1,NA,NA,NA,NA,NA,1,72,1,0
1179,"Attaquant",3,"Guinée","CFM - CENTRE DE FORMATION F.C. DES GIRONDINS DE BORDEAUX","aucun",0,0,NA,12.86,12.86,12.86,8.33,8.33,12.86,12.86,12.86,NA,0.00019,9.3,2,"0","0","1",1,1,3,15,806,9,NA,14,597,7,0
1180,"Milieu",3,"France","aucun","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",0,0,NA,NA,NA,NA,NA,NA,NA,NA,0
1181,"Defenseur",12,"France","CFM - CENTRE DE FORMATION F.C. LORIENT","PEM - PEM GUADELOUPE",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9e-05,16.87,3,"0","0","1",0,1,NA,NA,NA,NA,NA,1,90,1,0
1203,"Milieu",2,"Tunisie","CFM - CENTRE DE FORMATION O. DE LYON ET DU RHONE","aucun",0,0,15.47,16.29,16.78,16.29,16.29,16.29,16.78,16.28,16.29,15.96,4e-04,9.63,2,"1","0","0",1,0,NA,1,67,1,NA,NA,NA,NA,0
1210,"Defenseur",3,"Sénégal","CFM - CENTRE DE FORMATION VALENCIENNES F.C.","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",0,0,NA,NA,NA,NA,NA,NA,NA,NA,1
1228,"Milieu",9,"France","CFM - CENTRE DE FORMATION O. DE MARSEILLE - O.M.","aucun",0,0,14.28,11.16,8.82,11.16,11.16,11.16,8.82,11.16,11.16,14.28,0.00014,12.58,1,"1","0","0",1,0,NA,4,188,1,NA,NA,NA,NA,0
